Time delta,[Camera],[Context]
0.4,"The bakery scene consists of casually dressed customers, some engaged with their phones and others simply waiting. The general atmosphere is welcoming and laid-back.","ごぼうサラダはお家で仕込むのはちょっと面倒くさいですからね。ゴボウサラダさんはいかがですか？ありがとうございます。またのお越しをお待ちしております。"
1.3,"An indoor mall scene with various customers present, some approaching the bakery while others navigate through stairs. The atmosphere is lively with people actively involved in their activities.",no utterance is needed
1.0,"In the image of the indoor mall, a tiled floor and escalator are visible. The bakery is operational and welcoming customers, who are dressed casually, enhancing the shopping mall's relaxed vibe.",no utterance is needed
1.0,"Customers are seen at the mall, some approaching the bakery entrance. The design is modern, featuring a curved escalator and tiled floors. The ambiance is typical for a bustling shopping environment.","始まったばかりなので、まだいろんなパンをお選びいただけますよ。"
4.3,"A wide array of customers, donned in black tops and white skirts, populate the bakery area. The overarching atmosphere exudes a casual and relaxed charm typical for this environment.",no utterance is needed
4.3,"In front of the bakery, several customers are visible, including those wearing masks and casual attire. The atmosphere is calm.",Salesman: ソルビバベーカリーお得なタイムセールを行っております。
1.0,"Several customers in casual clothing are seen in the busy mall, characterized by a modern design.",no utterance is needed
0.4,"Customers, including one with a backpack, are seen near the bakery in their casual attire.",Salesman: 今始まったばかりなので、まだお選びいただけますよ。
0.5,"A woman with a purple bag and a man with a backpack are among the busy mall crowd.",Salesman: どうぞお気軽覗いてみてくださいね。ありがとうございます。またのご来店をお待ちしております。
2.0,"Customers, including one with a backpack and another in jeans, are near the bakery under bright lighting.",Salesman: 大人気のごまチーズはいかがですか？
1.1,"A variety of customers in casual attire, including single and paired individuals, are in the mall.",no utterance is needed
2.5,"Customers at the bakery are wearing blue outfits and casual clothing as they shop and wait.",Salesman: パンが好き。
1.5,"The bakery and its casually dressed patrons create a relaxed atmosphere.",Salesman: 甘いパンとおかず系のパンと人気が分かれるところですよね。
0.6,"Customers in white shirts and black pants are frequenting the mall, with some carrying coffee.",Salesman: メロンパンとかも人気ですねえ。
1.8,"Customers with backpacks and casual attire are seen near the bakery, conversing in a casual atmosphere.",no utterance is needed
1.9,"In the image, there are two customers at the bakery, engaged in conversation. The bakery has a blue and white logo.",Salesman: それはベーカリーのレジはお金をお客様に入れていただく面白いレジで、それも人気なんですよ。お買い物してくれてありがとう。
0.8,"In the image, several customers are at the bakery in the mall, including a woman in a brown dress with a green tote bag and two children wearing hats and pink outfit.",no utterance is needed
0.8,"In the image, three people at the mall, with two holding a green tote bag labeled ""SANDELE"" and a child in a light blue outfit.",Salesman: あ、ありがとうございます。おうちでゆっくり食べてくれるのかな？
1.8,"In the image, several customers at the mall, including a person with a cane and wearing black attire.",no utterance is needed
1.9,"In the image, numerous customers at the bakery wearing masks; some in blue, white, and black hats and shirts.",Salesman: 夏休みが終わってお子さんが通るのが増えて嬉しいですね。
1.0,"In the image, several customers in the mall, engaged in shopping and some carrying bags.",no utterance is needed
1.0,"In the image, focus on a person with a blue skin tone, walking in a modern mall environment.",Salesman: 今始まったばかりなので、まだいろんなパンがありますよ。
0.5,"In the image, several customers in varied attire, such as white shirts and dark pants, walking around the mall.",Salesman: お得なタイムセールどうぞご利用ください。
2.8,"In the image, customers near the bakery sign ""BURL CAFE"" in a bustling mall.",Salesman: 食欲が落ちがちなこの暑い季節に、香ばしい塩パンパニーニやごまチーズはいかがですか？ありがとうございます。またのお越しをお待ちしております。
0.7,"In the image, customers casually dressed, some in shorts and sandals, near a bakery signboard.",no utterance is needed
3.1,"In the image, two customers in casual clothing visible near the mall bakery entrance.",no utterance is needed
